timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619531515631,349,HTTP Request,200,OK,Thread Group 1-247,text,true,,14397,117,59,59,http://www.google.com/,253,0,70
1619531515688,351,HTTP Request,200,OK,Thread Group 1-262,text,true,,14381,117,58,58,http://www.google.com/,235,0,101
1619531515752,299,HTTP Request,200,OK,Thread Group 1-271,text,true,,14347,117,57,57,http://www.google.com/,202,0,51
1619531515764,288,HTTP Request,200,OK,Thread Group 1-274,text,true,,14393,117,56,56,http://www.google.com/,199,0,50
1619531515715,346,HTTP Request,200,OK,Thread Group 1-265,text,true,,14413,117,55,55,http://www.google.com/,241,0,80
1619531515699,363,HTTP Request,200,OK,Thread Group 1-261,text,true,,14368,117,54,54,http://www.google.com/,241,0,91
1619531515749,330,HTTP Request,200,OK,Thread Group 1-270,text,true,,14393,117,53,53,http://www.google.com/,207,0,54
1619531515739,340,HTTP Request,200,OK,Thread Group 1-268,text,true,,14357,117,53,53,http://www.google.com/,220,0,64
1619531515770,309,HTTP Request,200,OK,Thread Group 1-275,text,true,,14412,117,53,53,http://www.google.com/,198,0,49
1619531515808,272,HTTP Request,200,OK,Thread Group 1-280,text,true,,14452,117,51,51,http://www.google.com/,195,0,49
1619531515807,273,HTTP Request,200,OK,Thread Group 1-281,text,true,,14379,117,51,51,http://www.google.com/,190,0,48
1619531515701,379,HTTP Request,200,OK,Thread Group 1-263,text,true,,14389,117,48,48,http://www.google.com/,260,0,89
1619531515685,396,HTTP Request,200,OK,Thread Group 1-260,text,true,,14351,117,47,47,http://www.google.com/,250,0,104
1619531515757,330,HTTP Request,200,OK,Thread Group 1-272,text,true,,14389,117,46,46,http://www.google.com/,214,0,50
1619531515708,379,HTTP Request,200,OK,Thread Group 1-264,text,true,,14428,117,46,46,http://www.google.com/,260,0,87
1619531515759,335,HTTP Request,200,OK,Thread Group 1-273,text,true,,14429,117,44,44,http://www.google.com/,221,0,53
1619531515797,297,HTTP Request,200,OK,Thread Group 1-278,text,true,,14342,117,44,44,http://www.google.com/,188,0,48
1619531515774,320,HTTP Request,200,OK,Thread Group 1-276,text,true,,14402,117,44,44,http://www.google.com/,206,0,49
1619531515801,294,HTTP Request,200,OK,Thread Group 1-279,text,true,,14401,117,44,44,http://www.google.com/,194,0,53
1619531515812,283,HTTP Request,200,OK,Thread Group 1-282,text,true,,14355,117,42,42,http://www.google.com/,179,0,48
1619531515744,351,HTTP Request,200,OK,Thread Group 1-269,text,true,,14356,117,42,42,http://www.google.com/,237,0,59
1619531515784,312,HTTP Request,200,OK,Thread Group 1-277,text,true,,14426,117,38,38,http://www.google.com/,201,0,47
1619531515861,280,HTTP Request,200,OK,Thread Group 1-291,text,true,,14367,117,37,37,http://www.google.com/,193,0,47
1619531515854,303,HTTP Request,200,OK,Thread Group 1-290,text,true,,14384,117,36,36,http://www.google.com/,189,0,57
1619531515851,307,HTTP Request,200,OK,Thread Group 1-287,text,true,,14407,117,36,36,http://www.google.com/,231,0,55
1619531515820,342,HTTP Request,200,OK,Thread Group 1-283,text,true,,14335,117,34,34,http://www.google.com/,220,0,60
